DataVenda;ValorVenda;IdFormaDePagamento;FormaPagamento;TipoFormaPagamento;NumeroParcelas;Cliente_Codigo;Cliente_Data_Nascimento;UF_Cliente;CanalVenda
2011-01-26 15:40:00;339,00;2;Visa;Cartão de Crédito;10;312710;NULL;DF;xptoourFem1
2011-01-26 15:20:00;269,00;2;Visa;Cartão de Crédito;8;312710;NULL;DF;xptoourFem1
2011-01-26 15:23:00;119,00;1;Boleto Bancário;Boleto Bancário;1;312710;NULL;DF;xptoourFem1
2011-08-03 21:41:00;148,60;2;Visa;Cartão de Crédito;3;312710;NULL;DF;
2011-08-17 10:40:00;178,30;3;MasterCard;Cartão de Crédito;4;312733;1976-07-30;PA;xptockjmandiH2
2011-08-19 14:16:00;109,00;1;Boleto Bancário;Boleto Bancário;1;312733;1976-07-30;PA;xptockjH2
2011-02-07 12:42:00;269,00;2;Visa;Cartão de Crédito;3;312757;NULL;RJ;xptoourNcl, xptoourFem3
2011-07-08 13:24:00;297,00;1;Boleto Bancário;Boleto Bancário;1;312795;1986-07-06;MG;google
2011-02-10 11:50:00;179,00;1;Boleto Bancário;Boleto Bancário;1;312802;1982-12-26;MG;xptoourMasc1
2011-02-02 19:38:00;64,00;1;Boleto Bancário;Boleto Bancário;1;312969;1963-11-25;RJ;
2011-01-25 00:44:00;104,00;2;Visa;Cartão de Crédito;1;312969;1963-11-25;RJ;xptoourFem1
2011-01-25 00:53:00;103,25;2;Visa;Cartão de Crédito;1;312969;1963-11-25;RJ;xptoourFem1
2011-04-13 07:59:00;159,90;2;Visa;Cartão de Crédito;2;312969;1963-11-25;RJ;
2011-07-07 21:57:00;80,50;2;Visa;Cartão de Crédito;1;313023;NULL;PR;
2011-07-15 15:11:00;1015,00;2;Visa;Cartão de Crédito;10;313144;1970-10-14;RJ;xptoguessM
2011-07-12 23:15:00;59,00;3;MasterCard;Cartão de Crédito;0;313144;1970-10-14;RJ;xptoourfemdiesel
2011-07-17 20:56:00;1015,00;3;MasterCard;Cartão de Crédito;10;313144;1970-10-14;RJ;xptoguessM
2011-08-16 14:24:00;1145,00;6;Cupom de Desconto;Cupom;1;313144;1970-10-14;RJ;descontobrabo
2011-08-10 23:46:00;1145,00;3;MasterCard;Cartão de Crédito;10;313144;1970-10-14;RJ;google
2011-05-27 17:19:00;89,00;2;Visa;Cartão de Crédito;1;313144;1970-10-14;RJ;xptolnM
2011-01-19 22:30:00;720,00;3;MasterCard;Cartão de Crédito;10;313144;1970-10-14;RJ;xptoourFem1
2011-01-26 05:57:00;1358,00;3;MasterCard;Cartão de Crédito;10;313348;1949-01-19;SP;xptoourFem2
2011-03-31 00:37:00;585,00;3;MasterCard;Cartão de Crédito;10;313348;1949-01-19;SP;google
2011-05-24 16:55:00;139,00;1;Boleto Bancário;Boleto Bancário;1;313407;NULL;BA;xptocF2
2011-06-01 10:28:00;39,00;1;Boleto Bancário;Boleto Bancário;1;313476;NULL;SP;xptolnM
2011-07-21 23:18:00;796,10;3;MasterCard;Cartão de Crédito;10;313668;1980-01-28;RN;xptockjM2
2011-07-05 01:52:00;377,00;3;MasterCard;Cartão de Crédito;9;313668;1980-01-28;RN;
2011-06-22 17:37:00;577,00;3;MasterCard;Cartão de Crédito;10;313668;1980-01-28;RN;
2011-03-27 21:16:00;16662,675;2;Visa;Cartão de Crédito;6;313853;1960-03-29;RS;google
2011-01-14 00:51:00;464,00;3;MasterCard;Cartão de Crédito;10;314081;1987-09-14;PE;
2011-04-01 13:10:00;269,00;2;Visa;Cartão de Crédito;10;314098;1982-10-30;RN;
2011-06-28 16:10:00;158,00;1;Boleto Bancário;Boleto Bancário;1;314111;NULL;SP;google
2011-03-17 17:47:00;351,00;2;Visa;Cartão de Crédito;10;314174;NULL;PE;UOLQuadradoDiesel
2011-03-20 11:30:00;269,00;2;Visa;Cartão de Crédito;3;314238;1982-06-19;RN;
2011-03-20 15:05:00;334,50;1;Boleto Bancário;Boleto Bancário;1;314312;1956-07-05;RJ;xptoourFem
2011-03-17 18:45:00;386,00;1;Boleto Bancário;Boleto Bancário;1;314312;1956-07-05;RJ;xptoourmasctsckj
2011-02-19 15:28:00;344,00;1;Boleto Bancário;Boleto Bancário;1;314312;1956-07-05;RJ;xptoourFem1
2011-02-21 21:00:00;314,00;1;Boleto Bancário;Boleto Bancário;1;314312;1956-07-05;RJ;xptoourFem1
2011-02-10 14:30:00;305,00;1;Boleto Bancário;Boleto Bancário;1;314312;1956-07-05;RJ;xptoourFem1
2011-05-31 15:56:00;621,00;1;Boleto Bancário;Boleto Bancário;1;314312;1956-07-05;RJ;
2011-02-14 10:40:00;568,00;2;Visa;Cartão de Crédito;6;314631;1979-10-14;GO;xptoourFem2
2011-05-17 06:30:00;258,00;2;Visa;Cartão de Crédito;4;314651;1977-07-21;SP;
2011-04-28 23:15:00;549,00;6;Cupom de Desconto;Cupom;1;314804;1957-12-08;RJ;buscape
2011-03-10 14:03:00;299,00;2;Visa;Cartão de Crédito;10;314804;1957-12-08;RJ;UOLQuadradoGuessOutlet
2011-03-14 22:02:00;549,00;2;Visa;Cartão de Crédito;10;314804;1957-12-08;RJ;muccashop
2011-02-22 10:46:00;559,93;1;Boleto Bancário;Boleto Bancário;1;314904;1900-01-01;MG;xptoourMasc2
2011-02-22 10:49:00;559,93;3;MasterCard;Cartão de Crédito;10;314904;1900-01-01;MG;xptoourMasc2
2011-04-15 14:57:00;179,00;3;MasterCard;Cartão de Crédito;8;315823;1984-05-05;SP;xptoM
2011-07-22 19:31:00;119,20;3;MasterCard;Cartão de Crédito;2;316640;1979-10-31;MG;
2011-02-17 07:14:00;269,00;2;Visa;Cartão de Crédito;10;316667;NULL;SP;AviseMe
2011-01-19 12:00:00;299,00;3;MasterCard;Cartão de Crédito;10;316667;NULL;SP;xptoourFem2
2011-01-19 12:07:00;299,00;2;Visa;Cartão de Crédito;10;316667;NULL;SP;xptoourFem2
2011-01-19 12:16:00;299,00;3;MasterCard;Cartão de Crédito;1;316667;NULL;SP;xptoourFem2
2011-07-15 13:39:00;84,45;1;Boleto Bancário;Boleto Bancário;1;317040;1960-07-18;SP;xptoguessH2
2011-08-17 12:27:00;188,00;3;MasterCard;Cartão de Crédito;4;317097;1973-02-14;RN;xptockjmandiM
2011-08-17 12:09:00;250,30;3;MasterCard;Cartão de Crédito;5;317097;1973-02-14;RN;xptockjmandiM
2011-06-02 10:30:00;119,00;3;MasterCard;Cartão de Crédito;2;317423;NULL;PE;xptolnMNC
2011-06-02 09:33:00;211,00;2;Visa;Cartão de Crédito;3;317423;NULL;PE;xpto10nMNC
2011-03-15 23:31:00;390,00;2;Visa;Cartão de Crédito;10;317538;1966-01-23;SP;
2011-08-26 20:43:00;891,54;3;MasterCard;Cartão de Crédito;10;317573;1968-07-28;RJ;google
2011-07-21 18:00:00;209,00;2;Visa;Cartão de Crédito;5;317622;NULL;SP;xptockjM
2011-02-07 09:22:00;269,00;2;Visa;Cartão de Crédito;10;317622;NULL;SP;xptoourFem1
2011-01-31 20:41:00;151,36;3;MasterCard;Cartão de Crédito;2;318224;1982-06-23;RJ;unibanco
2011-01-31 23:09:00;164,90;3;MasterCard;Cartão de Crédito;8;318224;1982-06-23;RJ;americanasitaucard
2011-03-23 18:35:00;170,72;3;MasterCard;Cartão de Crédito;1;318224;1982-06-23;RJ;AviseMe
2011-05-13 13:53:00;129,00;3;MasterCard;Cartão de Crédito;6;318527;NULL;RJ;xptonmF2
2011-03-26 10:46:00;337,00;3;MasterCard;Cartão de Crédito;8;318760;1982-02-25;PA;xptoourmasc1
2011-03-01 13:22:00;317,00;3;MasterCard;Cartão de Crédito;7;318760;1982-02-25;PA;xptoourMasc1
2011-02-07 12:43:00;324,00;3;MasterCard;Cartão de Crédito;10;318760;1982-02-25;PA;xptoourMasc1
2011-01-14 17:47:00;367,00;3;MasterCard;Cartão de Crédito;9;318760;1982-02-25;PA;
2011-08-08 17:57:00;274,20;1;Boleto Bancário;Boleto Bancário;1;318760;1982-02-25;PA;
2011-07-05 09:33:00;260,00;1;Boleto Bancário;Boleto Bancário;1;318996;1980-11-19;AL;xptocasaM2
2011-02-07 11:45:00;582,00;4;Diners;Cartão de Crédito;7;319062;1984-12-06;BA;xptoourMasc3
2011-05-30 11:54:00;492,00;3;MasterCard;Cartão de Crédito;10;319254;1979-07-13;SP;
2011-08-26 08:20:00;254,30;3;MasterCard;Cartão de Crédito;1;319254;1979-07-13;SP;xptoprlH
2011-03-01 00:11:00;356,00;3;MasterCard;Cartão de Crédito;3;319332;NULL;PE;xptoourNcl1
2011-03-21 14:25:00;99,00;2;Visa;Cartão de Crédito;4;319332;NULL;PE;xptoourmascprll
2011-06-17 11:19:00;189,00;3;MasterCard;Cartão de Crédito;2;319444;1981-08-29;RN;xptockjtH2
2011-07-11 23:13:00;89,00;3;MasterCard;Cartão de Crédito;0;319444;1981-08-29;RN;
2011-07-11 22:59:00;178,00;6;Cupom de Desconto;Cupom;1;319444;1981-08-29;RN;
2011-03-18 09:23:00;149,00;3;MasterCard;Cartão de Crédito;7;319752;NULL;RJ;ColunaMasc2
2011-06-10 16:18:00;582,21;2;Visa;Cartão de Crédito;6;319811;1959-10-21;MG;xptockjprlF
2011-07-27 11:08:00;385,20;3;MasterCard;Cartão de Crédito;5;319811;1959-10-21;MG;xptockjM
2011-01-28 17:18:00;176,00;2;Visa;Cartão de Crédito;1;319823;1979-07-20;MG;
2011-01-16 22:59:00;69,00;1;Boleto Bancário;Boleto Bancário;1;319963;1984-03-12;PE;ColunaFem
2011-03-20 17:10:00;393,00;1;Boleto Bancário;Boleto Bancário;1;319963;1984-03-12;PE;HiMidia
2011-03-20 23:36:00;393,00;3;MasterCard;Cartão de Crédito;10;319963;1984-03-12;PE;xptoourncl
2011-03-04 10:13:00;326,00;3;MasterCard;Cartão de Crédito;10;319963;1984-03-12;PE;descontobrabo
2011-02-25 21:14:00;326,00;2;Visa;Cartão de Crédito;10;319963;1984-03-12;PE;xptoourNcl1
2011-03-31 18:20:00;299,00;2;Visa;Cartão de Crédito;10;320144;1977-10-16;BA;
2011-06-30 19:39:00;459,00;2;Visa;Cartão de Crédito;9;320144;1977-10-16;BA;HiMidia
2011-01-10 20:13:00;856,00;2;Visa;Cartão de Crédito;10;320896;1900-01-01;MG;xptoourFem
2011-04-15 08:58:00;378,00;2;Visa;Cartão de Crédito;10;320923;1988-03-03;PR;
2011-08-01 15:08:00;373,60;2;Visa;Cartão de Crédito;9;321416;1972-04-27;RN;xptogcNCL
2011-08-15 10:35:00;373,60;2;Visa;Cartão de Crédito;9;321416;1972-04-27;RN;xptoskckNCL
2011-02-24 20:42:00;1851,00;2;Visa;Cartão de Crédito;1;321523;NULL;SP;xptoourFem2
2011-01-24 19:26:00;96,75;3;MasterCard;Cartão de Crédito;4;321608;1983-12-25;MG;
2011-03-30 09:27:00;249,00;2;Visa;Cartão de Crédito;1;322231;NULL;PI;
2011-06-14 19:54:00;239,00;6;Cupom de Desconto;Cupom;1;322231;NULL;PI;
2011-01-28 13:47:00;416,00;3;MasterCard;Cartão de Crédito;10;322376;NULL;PE;xptoourMasc1
2011-02-07 12:07:00;286,00;3;MasterCard;Cartão de Crédito;10;322376;NULL;PE;xptoourMasc1
2011-07-05 20:41:00;229,00;3;MasterCard;Cartão de Crédito;5;322376;NULL;PE;xptovlH
2011-06-20 18:00:00;389,00;3;MasterCard;Cartão de Crédito;9;322376;NULL;PE;xptopgH
2011-08-04 12:23:00;86,30;3;MasterCard;Cartão de Crédito;2;322702;1900-01-01;CE;xptoddpM
2011-05-18 09:49:00;99,00;3;MasterCard;Cartão de Crédito;1;322702;1900-01-01;CE;
2011-04-27 15:23:00;169,00;2;Visa;Cartão de Crédito;8;322702;1900-01-01;CE;xptotop10n
2011-02-14 13:05:00;630,00;2;Visa;Cartão de Crédito;10;322861;1952-05-07;PR;xptoourFem2
2011-06-23 20:30:00;199,00;3;MasterCard;Cartão de Crédito;1;323063;1994-04-28;PE;google
2011-06-26 18:47:00;199,00;3;MasterCard;Cartão de Crédito;1;323063;1994-04-28;PE;google
2011-06-26 18:50:00;199,00;3;MasterCard;Cartão de Crédito;1;323063;1994-04-28;PE;google
2011-08-04 09:36:00;134,60;2;Visa;Cartão de Crédito;2;323074;2000-11-19;ES;xptoddpNCL
2011-05-09 14:17:00;39,00;2;Visa;Cartão de Crédito;1;323074;2000-11-19;ES;google
2011-01-27 12:04:00;141,00;2;Visa;Cartão de Crédito;2;323182;NULL;SP;xptoourNcl1
2011-01-24 21:42:00;558,75;2;Visa;Cartão de Crédito;9;323986;1985-10-21;PE;xptoourMasc3
2011-02-11 21:43:00;193,00;6;Cupom de Desconto;Cupom;1;323986;1985-10-21;PE;xptoourMasc2
2011-04-11 19:21:00;59,00;2;Visa;Cartão de Crédito;2;323986;1985-10-21;PE;xptoLSm2
2011-04-20 18:02:00;109,90;1;Boleto Bancário;Boleto Bancário;1;324110;1969-01-08;SP;xptodm
2011-04-27 11:56:00;436,00;3;MasterCard;Cartão de Crédito;3;324110;1969-01-08;SP;xptotop10n
2011-06-14 11:50:00;149,90;1;Boleto Bancário;Boleto Bancário;1;324110;1969-01-08;SP;xptojunF
2011-02-10 11:52:00;489,00;1;Boleto Bancário;Boleto Bancário;1;324110;1969-01-08;SP;xptoourFem1
2011-02-14 15:08:00;311,00;1;Boleto Bancário;Boleto Bancário;1;324110;1969-01-08;SP;xptoourFem1
2011-08-01 18:31:00;385,20;1;Boleto Bancário;Boleto Bancário;1;324110;1969-01-08;SP;xptocF
2011-08-01 10:06:00;166,00;3;MasterCard;Cartão de Crédito;4;324147;NULL;SE;xptogcM
2011-08-04 08:29:00;166,00;3;MasterCard;Cartão de Crédito;1;324147;NULL;SE;xptopolosliM
2011-04-04 17:28:00;239,00;3;MasterCard;Cartão de Crédito;1;324179;NULL;SP;xptoF
2011-06-14 11:38:00;337,00;1;Boleto Bancário;Boleto Bancário;1;324420;1973-05-13;SP;xptominiF
2011-01-25 13:56:00;37,40;3;MasterCard;Cartão de Crédito;1;324798;1975-01-29;RJ;STB
2011-02-28 14:05:00;203,15;3;MasterCard;Cartão de Crédito;6;324798;1975-01-29;RJ;STB
2011-02-03 12:39:00;329,00;2;Visa;Cartão de Crédito;6;324863;1975-10-31;RJ;
2011-02-20 14:58:00;201,00;2;Visa;Cartão de Crédito;5;325055;1984-09-03;GO;google
2011-04-26 14:37:00;99,90;2;Visa;Cartão de Crédito;4;325055;1984-09-03;GO;xptockjpt
2011-08-04 18:33:00;332,00;3;MasterCard;Cartão de Crédito;5;325231;1986-03-25;GO;xptodcM2
2011-07-09 16:05:00;660,00;2;Visa;Cartão de Crédito;1;325236;1984-04-01;SP;
2011-07-11 14:37:00;89,00;6;Cupom de Desconto;Cupom;1;325296;NULL;PE;
2011-07-07 12:00:00;89,00;1;Boleto Bancário;Boleto Bancário;1;325296;NULL;PE;
2011-06-01 16:59:00;89,00;1;Boleto Bancário;Boleto Bancário;1;325296;NULL;PE;
2011-04-01 08:25:00;269,00;1;Boleto Bancário;Boleto Bancário;1;325296;NULL;PE;
2011-04-02 16:29:00;1236,00;2;Visa;Cartão de Crédito;10;325671;1978-05-23;PB;google
2011-03-25 15:07:00;525,00;2;Visa;Cartão de Crédito;10;325671;1978-05-23;PB;
2011-03-25 15:12:00;438,00;2;Visa;Cartão de Crédito;10;325671;1978-05-23;PB;
2011-03-16 10:37:00;1268,00;2;Visa;Cartão de Crédito;10;325671;1978-05-23;PB;google
2011-03-11 08:23:00;685,00;2;Visa;Cartão de Crédito;10;325671;1978-05-23;PB;google
2011-01-27 10:16:00;165,00;3;MasterCard;Cartão de Crédito;8;325671;1978-05-23;PB;google
2011-01-28 14:02:00;943,00;3;MasterCard;Cartão de Crédito;10;325671;1978-05-23;PB;google
2011-01-29 10:29:00;294,00;2;Visa;Cartão de Crédito;5;325671;1978-05-23;PB;google
2011-06-08 07:46:00;534,00;2;Visa;Cartão de Crédito;10;325671;1978-05-23;PB;google
2011-04-29 14:27:00;298,00;3;MasterCard;Cartão de Crédito;5;325671;1978-05-23;PB;google
2011-05-05 11:03:00;144,00;2;Visa;Cartão de Crédito;6;325671;1978-05-23;PB;google
2011-07-13 11:25:00;178,00;2;Visa;Cartão de Crédito;4;325671;1978-05-23;PB;google
2011-07-19 10:10:00;1477,70;3;MasterCard;Cartão de Crédito;10;325671;1978-05-23;PB;google
2011-07-20 14:39:00;969,00;3;MasterCard;Cartão de Crédito;10;325671;1978-05-23;PB;google
2011-08-08 17:11:00;326,40;2;Visa;Cartão de Crédito;2;325671;1978-05-23;PB;google
2011-08-10 15:26:00;266,20;3;MasterCard;Cartão de Crédito;6;325671;1978-05-23;PB;google
2011-08-11 11:37:00;134,60;3;MasterCard;Cartão de Crédito;3;325671;1978-05-23;PB;
2011-08-09 20:13:00;468,50;1;Boleto Bancário;Boleto Bancário;1;325671;1978-05-23;PB;google
2011-08-13 15:43:00;356,00;2;Visa;Cartão de Crédito;4;325671;1978-05-23;PB;google
2011-08-13 15:57:00;134,60;3;MasterCard;Cartão de Crédito;3;325671;1978-05-23;PB;google
2011-08-12 16:24:00;381,60;3;MasterCard;Cartão de Crédito;4;325671;1978-05-23;PB;
2011-08-03 10:50:00;479,70;2;Visa;Cartão de Crédito;2;325671;1978-05-23;PB;google
2011-07-21 21:16:00;1081,00;3;MasterCard;Cartão de Crédito;10;325671;1978-05-23;PB;google
2011-08-21 20:47:00;512,60;3;MasterCard;Cartão de Crédito;1;325671;1978-05-23;PB;google
2011-04-04 17:35:00;239,00;3;MasterCard;Cartão de Crédito;6;325724;1945-07-05;PA;xptoF
2011-04-04 18:03:00;239,00;2;Visa;Cartão de Crédito;6;325724;1945-07-05;PA;xptoF
2011-01-28 09:20:00;164,00;2;Visa;Cartão de Crédito;2;325727;NULL;MT;xptoourFem3
2011-01-22 12:43:00;410,00;2;Visa;Cartão de Crédito;10;325968;1968-09-10;RN;xptoourFem3
2011-07-28 14:09:00;406,20;3;MasterCard;Cartão de Crédito;1;325971;NULL;MA;xptopolosH
2011-07-06 19:06:00;199,00;1;Boleto Bancário;Boleto Bancário;1;326013;NULL;SP;google
2011-07-27 13:08:00;162,60;3;MasterCard;Cartão de Crédito;4;326052;1985-06-24;RJ;xptotbH
2011-08-11 22:53:00;208,00;3;MasterCard;Cartão de Crédito;4;326052;1985-06-24;RJ;
2011-03-11 17:27:00;198,00;3;MasterCard;Cartão de Crédito;7;326052;1985-06-24;RJ;
2011-07-18 15:20:00;408,00;4;Diners;Cartão de Crédito;6;326103;1969-08-02;ES;xptojuicyH2
2011-07-04 14:31:00;199,00;1;Boleto Bancário;Boleto Bancário;1;326234;NULL;DF;xptocasaNCL
2011-04-07 20:17:00;460,00;2;Visa;Cartão de Crédito;10;326234;NULL;DF;xptoNcl
2011-03-18 11:07:00;104,00;2;Visa;Cartão de Crédito;1;326382;1982-01-19;SP;ColunaNcl
2011-03-17 11:31:00;178,00;2;Visa;Cartão de Crédito;1;326410;NULL;MA;xptoourmasctsckj
2011-04-27 10:05:00;436,00;2;Visa;Cartão de Crédito;4;326410;NULL;MA;xptodm
2011-02-28 20:46:00;339,00;3;MasterCard;Cartão de Crédito;1;326632;1949-05-15;SP;google
2011-01-26 23:32:00;398,00;3;MasterCard;Cartão de Crédito;5;326632;1949-05-15;SP;
2011-01-28 14:12:00;441,00;3;MasterCard;Cartão de Crédito;7;326632;1949-05-15;SP;xptoourMasc1
2011-06-06 22:22:00;369,00;2;Visa;Cartão de Crédito;8;326791;1987-03-18;MG;
2011-05-28 09:58:00;119,00;2;Visa;Cartão de Crédito;1;327025;1960-01-13;SP;google
2011-05-07 09:56:00;78,00;1;Boleto Bancário;Boleto Bancário;1;327090;1988-10-26;RJ;
2011-06-30 07:57:00;199,00;3;MasterCard;Cartão de Crédito;4;327360;NULL;RJ;google
2011-07-07 19:05:00;173,00;3;MasterCard;Cartão de Crédito;2;327360;NULL;RJ;google
2011-07-20 08:22:00;270,40;1;Boleto Bancário;Boleto Bancário;1;327743;1985-12-19;MA;
2011-07-12 18:07:00;29,975;1;Boleto Bancário;Boleto Bancário;1;327743;1985-12-19;MA;xptosapatoH
2011-07-13 19:58:00;241,36;2;Visa;Cartão de Crédito;2;327743;1985-12-19;MA;AviseMe
2011-07-13 20:07:00;61,96;1;Boleto Bancário;Boleto Bancário;1;327743;1985-12-19;MA;AviseMe
2011-07-11 21:48:00;126,675;2;Visa;Cartão de Crédito;2;327743;1985-12-19;MA;AviseMe
2011-07-10 14:22:00;249,60;2;Visa;Cartão de Crédito;2;327743;1985-12-19;MA;AviseMe
2011-01-29 13:14:00;269,00;3;MasterCard;Cartão de Crédito;5;327743;1985-12-19;MA;
2011-01-22 15:03:00;167,00;1;Boleto Bancário;Boleto Bancário;1;327743;1985-12-19;MA;
2011-02-03 00:38:00;84,00;1;Boleto Bancário;Boleto Bancário;1;327743;1985-12-19;MA;AviseMe
2011-02-04 22:51:00;167,00;3;MasterCard;Cartão de Crédito;5;327743;1985-12-19;MA;xptoourMasc1
2011-02-09 01:39:00;84,00;3;MasterCard;Cartão de Crédito;4;327743;1985-12-19;MA;AviseMe
2011-06-17 14:50:00;289,00;3;MasterCard;Cartão de Crédito;2;327932;1950-11-10;RJ;google
2011-07-25 10:43:00;275,30;3;MasterCard;Cartão de Crédito;2;327932;1950-11-10;RJ;xptotomH
2011-08-26 15:56:00;209,00;2;Visa;Cartão de Crédito;5;328079;NULL;SP;xptoprllisaH
2011-07-29 18:08:00;508,40;3;MasterCard;Cartão de Crédito;8;328438;1966-11-07;SP;AviseMe
2011-01-28 21:15:00;664,00;3;MasterCard;Cartão de Crédito;10;328438;1966-11-07;SP;
2011-03-03 10:36:00;492,00;3;MasterCard;Cartão de Crédito;8;328438;1966-11-07;SP;xptoourbolsaslmz
2011-08-18 23:24:00;99,00;1;Boleto Bancário;Boleto Bancário;1;328505;NULL;SP;xptockjmandiM2
2011-02-11 11:36:00;119,00;2;Visa;Cartão de Crédito;3;328622;NULL;SP;xptoourNcl, xptoourFem3
2011-03-24 12:47:00;295,00;2;Visa;Cartão de Crédito;10;329090;1966-08-25;PE;xptoourceprlckj
2011-04-28 13:00:00;258,00;2;Visa;Cartão de Crédito;10;329090;1966-08-25;PE;xptocasa
2011-08-12 11:50:00;90,64;2;Visa;Cartão de Crédito;1;329090;1966-08-25;PE;lg
2011-03-10 15:30:00;492,00;2;Visa;Cartão de Crédito;10;329106;1984-01-03;SP;xptoourfem1
2011-06-29 17:31:00;634,00;1;Boleto Bancário;Boleto Bancário;1;329535;NULL;MT;xptotmckjM
2011-04-14 13:11:00;89,00;2;Visa;Cartão de Crédito;2;329774;NULL;MG;xptoF
2011-02-11 19:55:00;117,00;3;MasterCard;Cartão de Crédito;3;330133;1963-03-19;SP;UnicardPlatinum
2011-05-05 15:13:00;202,30;2;Visa;Cartão de Crédito;4;330184;1990-07-21;BA;STB
2011-05-24 12:26:00;170,25;3;MasterCard;Cartão de Crédito;8;330435;1971-09-22;PR;visavale
2011-07-29 12:08:00;184,30;3;MasterCard;Cartão de Crédito;4;330537;1984-05-04;PE;xptocsM
2011-06-27 11:56:00;199,00;2;Visa;Cartão de Crédito;4;330731;NULL;SP;
2011-03-03 14:30:00;590,00;1;Boleto Bancário;Boleto Bancário;1;330834;NULL;SC;xptoourncl
2011-03-31 10:01:00;269,00;1;Boleto Bancário;Boleto Bancário;1;330834;NULL;SC;xptoguess
2011-06-20 10:30:00;336,00;3;MasterCard;Cartão de Crédito;8;330881;1981-02-18;MT;xptoourMasc3
2011-06-20 10:38:00;336,00;2;Visa;Cartão de Crédito;8;330881;1981-02-18;MT;xptoourMasc3
2011-07-21 12:58:00;448,20;3;MasterCard;Cartão de Crédito;8;330881;1981-02-18;MT;xptockjH2
2011-05-31 14:35:00;199,00;2;Visa;Cartão de Crédito;4;331012;NULL;SP;xptobpMNC
2011-08-10 13:56:00;395,20;1;Boleto Bancário;Boleto Bancário;1;331168;NULL;SC;xptotoprlM
2011-02-14 23:21:00;269,00;2;Visa;Cartão de Crédito;1;331217;NULL;BA;
2011-04-13 18:56:00;69,00;3;MasterCard;Cartão de Crédito;3;331493;1977-04-01;MG;
2011-04-19 08:22:00;205,00;3;MasterCard;Cartão de Crédito;4;331497;NULL;MG;xptoF
2011-05-18 08:40:00;129,00;3;MasterCard;Cartão de Crédito;4;331497;NULL;MG;xptoskbF
2011-01-27 17:33:00;188,00;2;Visa;Cartão de Crédito;6;331528;NULL;SP;
2011-08-04 15:02:00;508,40;2;Visa;Cartão de Crédito;10;332143;NULL;MG;xptodcM2
2011-08-03 14:12:00;474,80;2;Visa;Cartão de Crédito;1;332143;NULL;MG;xptodcM2
2011-06-13 11:54:00;199,00;2;Visa;Cartão de Crédito;2;332736;NULL;DF;xptockjprlF2
2011-08-01 14:13:00;82,45;1;Boleto Bancário;Boleto Bancário;1;332749;1986-04-28;SP;
2011-03-16 10:07:00;299,00;3;MasterCard;Cartão de Crédito;1;332767;1967-04-03;RJ;xptoourNcl1
2011-02-16 21:09:00;299,00;2;Visa;Cartão de Crédito;2;332856;1900-01-01;MT;xptoourFem1
2011-05-25 15:41:00;199,00;3;MasterCard;Cartão de Crédito;9;333019;1962-01-14;SP;xptorF2
2011-05-30 17:32:00;199,00;3;MasterCard;Cartão de Crédito;4;333390;1977-07-18;MG;xptoxjHNC
2011-02-06 06:05:00;463,75;2;Visa;Cartão de Crédito;10;333502;1976-05-08;MG;
2011-05-26 08:41:00;199,00;2;Visa;Cartão de Crédito;3;333526;NULL;SP;
2011-06-02 09:28:00;149,00;2;Visa;Cartão de Crédito;1;333550;1974-09-05;PA;xpto10nH
2011-06-02 14:18:00;199,00;2;Visa;Cartão de Crédito;4;333687;NULL;SC;
2011-03-15 18:50:00;338,00;2;Visa;Cartão de Crédito;5;333687;NULL;SC;google
2011-07-30 21:36:00;309,00;3;MasterCard;Cartão de Crédito;7;333687;NULL;SC;
2011-03-05 13:17:00;352,00;2;Visa;Cartão de Crédito;1;333826;NULL;SP;UOLQuadradoGuessOutlet
2011-08-23 15:47:00;448,00;1;Boleto Bancário;Boleto Bancário;1;333922;1970-03-21;SP;
2011-07-13 12:53:00;169,00;2;Visa;Cartão de Crédito;2;334046;NULL;BA;google
2011-04-06 18:36:00;249,00;2;Visa;Cartão de Crédito;1;334110;1959-12-16;SP;xptorelm
2011-03-03 09:49:00;359,00;2;Visa;Cartão de Crédito;4;334146;1986-12-11;SP;google
2011-02-24 13:24:00;356,00;2;Visa;Cartão de Crédito;1;334232;1974-03-16;RS;xptoourNcl1
2011-06-06 20:52:00;858,00;2;Visa;Cartão de Crédito;4;334323;NULL;SP;HiMidia
2011-06-29 08:51:00;64,00;2;Visa;Cartão de Crédito;0;334454;1984-09-07;RN;xptotmckjM2
2011-07-21 11:44:00;217,90;2;Visa;Cartão de Crédito;1;334658;1982-06-22;SC;xptockjM
2011-08-10 16:24:00;208,00;2;Visa;Cartão de Crédito;1;334658;1982-06-22;SC;xptodcM
2011-06-17 15:38:00;228,00;2;Visa;Cartão de Crédito;5;334658;1982-06-22;SC;google
2011-05-02 14:25:00;249,00;2;Visa;Cartão de Crédito;10;334658;1982-06-22;SC;google
2011-04-29 11:55:00;302,00;2;Visa;Cartão de Crédito;5;334658;1982-06-22;SC;google
2011-05-04 14:43:00;384,00;3;MasterCard;Cartão de Crédito;1;334749;NULL;ES;xptodm
2011-07-24 18:21:00;209,00;2;Visa;Cartão de Crédito;5;334801;1975-01-06;RJ;xptomvopM2
2011-03-11 21:16:00;356,00;2;Visa;Cartão de Crédito;10;334936;NULL;SP;google
2011-08-08 22:20:00;169,60;4;Diners;Cartão de Crédito;4;335062;1985-07-20;RJ;xptotop10pM2
